,Match_Id,Team_Id,Opponent_Team_Id,Toss_Won,Bat_First,Win_Percenetage,Opponent_Win_Percentage,Win_Percenetage_Against,Toss_Decision_Win_Percentage,Bat_Decision_Win_Percentage,Match_Won
157,392208,7,,1,1,57.93650793650794,51.282051282051285,68.75,55.38461538461539,59.42028985507246,1
158,392209,2,,1,1,49.59349593495935,49.166666666666664,37.5,52.72727272727273,42.30769230769231,0
159,392209,4,,0,0,49.166666666666664,49.59349593495935,62.5,55.172413793103445,57.377049180327866,1
160,392210,8,,1,1,38.666666666666664,53.389830508474574,22.22222222222222,44.18604651162791,41.86046511627907,0
161,392210,5,,0,0,53.389830508474574,38.666666666666664,77.77777777777777,46.03174603174603,53.7037037037037,1
162,392211,3,,0,1,60.30534351145038,41.1764705882353,68.75,36.36363636363637,58.44155844155844,0
163,392211,6,,1,0,41.1764705882353,60.30534351145038,31.25,41.07142857142857,68.62745098039215,1
164,392212,4,,0,0,49.166666666666664,51.282051282051285,35.294117647058826,55.172413793103445,57.377049180327866,0
165,392212,1,,1,1,51.282051282051285,49.166666666666664,64.70588235294117,53.96825396825397,45.45454545454545,1
166,392213,2,,0,0,49.59349593495935,57.93650793650794,47.05882352941177,47.27272727272727,57.69230769230769,0
167,392213,7,,1,1,57.93650793650794,49.59349593495935,52.94117647058823,55.38461538461539,59.42028985507246,1
168,392214,3,,1,1,60.30534351145038,38.666666666666664,60.0,63.63636363636363,58.44155844155844,0
169,392214,8,,0,0,38.666666666666664,60.30534351145038,40.0,55.81395348837209,58.13953488372093,1
170,392215,4,,1,0,49.166666666666664,53.389830508474574,40.0,44.827586206896555,57.377049180327866,0
171,392215,5,,0,1,53.389830508474574,49.166666666666664,60.0,46.03174603174603,46.2962962962963,1
172,392216,6,,0,0,41.1764705882353,51.282051282051285,40.0,58.92857142857143,68.62745098039215,0
173,392216,1,,1,1,51.282051282051285,41.1764705882353,60.0,53.96825396825397,45.45454545454545,1
174,392217,8,,1,1,38.666666666666664,57.93650793650794,40.0,44.18604651162791,41.86046511627907,0
175,392217,7,,0,0,57.93650793650794,38.666666666666664,60.0,44.61538461538461,40.57971014492754,1
176,392218,2,,0,1,49.59349593495935,53.389830508474574,50.0,47.27272727272727,42.30769230769231,0
177,392218,5,,1,0,53.389830508474574,49.59349593495935,50.0,53.96825396825397,53.7037037037037,1
178,392219,3,,1,1,60.30534351145038,49.166666666666664,58.8235294117647,63.63636363636363,58.44155844155844,0
179,392219,4,,0,0,49.166666666666664,60.30534351145038,41.1764705882353,55.172413793103445,57.377049180327866,1
180,392220,6,,0,0,41.1764705882353,57.93650793650794,50.0,58.92857142857143,68.62745098039215,0
181,392220,7,,1,1,57.93650793650794,41.1764705882353,50.0,55.38461538461539,59.42028985507246,1
182,392221,8,,0,1,38.666666666666664,49.166666666666664,30.0,55.81395348837209,41.86046511627907,0
183,392221,4,,1,0,49.166666666666664,38.666666666666664,70.0,44.827586206896555,57.377049180327866,1
184,392222,3,,0,0,60.30534351145038,53.389830508474574,64.70588235294117,36.36363636363637,41.55844155844156,0
185,392222,5,,1,1,53.389830508474574,60.30534351145038,35.294117647058826,53.96825396825397,46.2962962962963,1
186,392223,2,,0,0,49.59349593495935,57.93650793650794,47.05882352941177,47.27272727272727,57.69230769230769,0
187,392223,7,,1,1,57.93650793650794,49.59349593495935,52.94117647058823,55.38461538461539,59.42028985507246,1
188,392224,6,,1,0,41.1764705882353,51.282051282051285,40.0,41.07142857142857,68.62745098039215,0
189,392224,1,,0,1,51.282051282051285,41.1764705882353,60.0,46.03174603174603,45.45454545454545,1
190,392225,8,,1,1,38.666666666666664,53.389830508474574,22.22222222222222,44.18604651162791,41.86046511627907,0
191,392225,5,,0,0,53.389830508474574,38.666666666666664,77.77777777777777,46.03174603174603,53.7037037037037,1
192,392226,2,,1,0,49.59349593495935,51.282051282051285,50.0,52.72727272727273,57.69230769230769,0
193,392226,1,,0,1,51.282051282051285,49.59349593495935,50.0,46.03174603174603,45.45454545454545,1
194,392227,4,,1,1,49.166666666666664,57.93650793650794,50.0,44.827586206896555,42.622950819672134,0
195,392227,7,,0,0,57.93650793650794,49.166666666666664,50.0,44.61538461538461,40.57971014492754,1
